label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12
2	843 m^2	0.6681	Stockton	volleyball	0.106	0.9213	2164	372	474	0.3211	215	Statistics	432
1	?	1.3791	Santa Clarita	football, basketball	-1.4514	-0.1476	n/a	788	1007	0.1821	1951	Computer Science	113
4	904 m^2	0.3353	Anaheim	track & field	0.4381	0.0763	1453	301	981	1.0851	1376	Human Computer Interaction	667
4	2419 m^2	1.4017	Moreno Valley	badminton	0.6243	0.0169	1062	1423	2395	-2.3932	1440	Human Computer Interaction	27
2	1705 m^2	0.6832	Santa Ana	volleyball, baseball	0.3284	1.081	1749	612	-899	-0.3275	857	Statistics	-505
0	926 m^2	0.1435	Fremont	ice hockey	0.6522	1.163	125	549	-1097	0.0101	183	Applied Mathematics	59
4	567 m^2	0.5267	Los Angeles	track & field	1.5151	0.3074	2140	59	2067	0.9053	173	Human Computer Interaction	2
0	172 m^2	0.8379	Fremont	ice hockey	0.5603	0.5411	846	1792	180	-0.0053	1382	Data Science	-1005
5	-454 m^2	-0.6969	Sacramento	running	1.411	0.9138	986	276	157	0.0082	1420	Natural Language Processing	-3
0	-1051 m^2	0.2477	Riverside	ice hockey	0.6404	1.7174	331	-304	-527	1.74	508	Computer Science	357
4	490 m^2	0.6194	Moreno Valley	track & field	0.0673	0.0647	740	507	991	-0.1741	906	Bioinformatics	1553
2	1346 m^2	-0.215	Stockton	baseball, volleyball	-1.5302	0.0071	875	9	1915	0.9239	81	games and playable media	156
5	1205 m^2	0.2184	Sacramento	running	1.5794	1.6115	-787	-1149	1305	1.3225	537	Electrical Engineering	-306
5	682 m^2	0.4785	Long Beach	running	0.096	0.0794	-713	-1060	-549	-0.1775	NULL	Bioengineering	-71
4	459 m^2	0.4476	Moreno Valley	track & field	-0.3156	-0.4537	1132	-458	-11	-0.1992	528	Human Computer Interaction	-823
5	623 m^2	-1.2226	N/A	running	2.4477	1.2273	965	750	1293	0.9044	1418	Natural Language Processing	2067
1	1900 m^2	1.9126	Santa Clarita	motor sports	-0.0543	0.2211	40	27	1679	0.2371	2843	Computer Science	-397
2	809 m^2	0.7487	Santa Ana	boxing	0.8303	1.6636	1082	1029	-1072	0.0838	134	Games and Playable Media	45
5	685 m^2	1.6586	Irvine	running	2.5273	0.3046	613	237	-82	-0.6028	-32	Natural Language Processing	1041
3	-57 m^2	0.0533	San Jose	soccer, basketball	0.5655	1.6487	2360	181	1374	1.7069	1369	Robotics Engineering	-459
4	860 m^2	0.1086	San Francisco	badminton	-0.6665	1.171	212	942	1681	1.0114	-35	Human Computer Interaction	1166
5	955 m^2	1.1831	Sacramento	running	-0.3399	0.4363	966	186	-818	-0.495	279	Bioengineering	-168
5	430 m^2	0.0636	Long Beach	running	-0.0249	0.6339	-258	605	-64	-0.6234	1652	Electrical Engineering	103
1	1280 m^2	0.3937	stockton	motor sports	1.4212	0.37	-390	473	698	0.2083	1747		-507
2	-685 m^2	0.2327	Santa Ana	boxing	-0.8919	1.4477	-262	301	859	0.8312	-612	Statistics	220
1	2057 m^2	0.7999	Santa Clarita	motor sports	0.6116	0.7055	-543	625	533	0.031	51	Computer Science	771
4	518 m^2	-0.3084	Fresno	track & field	0.8074	0.7709	-287	283	729	-2.0965	201	Bioinformatics	766
0	1470 m^2	0.9688	sAN bERNARDINO	ice hockey	-0.1591	0.6822	-1039	-1112	-234	-0.2262	-426	Computational Media	-87
3	-46 m^2	-0.4555	San Bernardino	football, soccer	-0.1649	-0.4924	-406	-806	1683	-0.2584	285	BIOTECHNOLOGY	-193
4	2389 m^2	2.2003	Moreno Valley	badminton	0.9323	0.5154	110	912	511	-1.5527	333	Statistics	1653
1	1317 m^2	0.2468	Sacramento	motor sports	-0.4522	0.9032	611	2364	542	-0.1764	2284	n/a	1283
5	873 m^2	-0.7352	Irvine	running	0.6162	0.2687	-329	394	-422	0.8553	-345	Natural Language Processing	-528
0	-521 m^2	0.1347	Chula Vista	tennis	1.6144	1.553	922	-154	-1604	0.0901	1368	Computer Engineering	185
3	487 m^2	-0.0716	San Jose	basketball	-0.2553	-0.0583	1083	1583	1493	0.31	2171	Technology and Information Management	-554
5	736 m^2	2.1781	Long Beach	running	0.9797	0.7618	-638	92	1002	1.074	169	Electrical Engineering	55
1	878 m^2	0.4664	Santa Clarita	motor sports	-0.4236	0.7743	-1988	1036	1284	1.3833	1415	Computer Science	620
0	129 m^2	1.1275	Los Angeles	Ice Hockey	1.4926	-0.0212	153	708	-364	-0.892	631	Computer Game Design	732
0	98 m^2	0.3735	Santa Clarita	tennis	0.1618	0.5878	274	941	662	-0.0744	-548	Applied Mathematics	625
1	1085 m^2	1.3551	Santa Clarita	motor sports	0.4727	0.5304	200	1260	1360	-0.2678	16	Electrical Engineering	439
1	-897 m^2	1.02	Santa Clarita	motor sports	0.7764	0.7737	-1027	626	1751	-0.5989	-361	Computer Science	1341
1	1243 m^2	1.495	Santa Clarita	motor sports	1.4954	1.2427	2201	2084	-76	-0.521	1109	Computer Science	893
4	1347 m^2	0.8375	Fresno	track & field	1.0936	-0.388	1843	937	2101	1.6185	-487	Electrical Engineering	-295
0	-1327 m^2	0.9337	Los Angeles	Running	-1.1426	0.852	-1192	711	-949	0.3805	749	Computer Game Design	256
1	1787 m^2	0.9821	Santa Clarita	motor sports	0.494	1.4021	727	661	3281	-0.3884	849	Computer Science	666
1	-50 m^2	2.7025	Santa Clarita	motor sports	0.7391	0.1113	-350	1637	1503	0.0905	-217	Computer Science	-407
0	220 m^2	1.2564	Los Angeles	tennis	1.6352	-0.3981	-720	221	699	0.1913	220	Computational Media	272
2	2656 m^2	1.006	Stockton	boxing	0.0553	0.8563	98	-190	751	0.3342	1107	Statistics	-693
3	-704 m^2	0.3322	San Bernardino	soccer, basketball	1.286	-0.1137	44	587	1130	0.8766	237	Technology and Information Management	20
5	806 m^2	0.3006	Long Beach	running	0.2317	1.0855	359	-1733	-665	2.0646	552	Natural Language Processing	-371
1	-1390 m^2	1.8249	Santa Clarita	motor sports	-0.0298	0.8578	266	514	-7	0.3329	831	Games and Playable Media	221
4	479 m^2	0.1323	Fresno	track & field	0.0161	0.1353	-228	-157	1761	1.6618	-1241	Bioinformatics	886
5	137 m^2	-0.5519	Sacramento	RUNNING	1.4786	1.5715	1107	-535	-909	-1.1451	1122	Natural Language Processing	478
1	1273 m^2	1.7015	Santa Clarita	running	1.8056	-0.2461	236	1062	714	0.7734	1108	Computer Science	-1189
1	1883 m^2	1.3958	Santa Clarita	motor sports	1.9665	-0.1942	-82	328	722	0.3924	169	Computer Science	-727
5	288 m^2	-0.4643	Irvine	running	0.2755	-0.5398	-125	35	319	0.5369	279	Natural Language Processing	-285
5	710 m^2	0.0585	San Bernardino	golf	0.9621	0.8396	-248	-896	366	0.3599	1799	Electrical Engineering	748
1	784 m^2	1.4797	Santa Clarita	motor sports	-1.076	-0.8097	-1166	-9	1366	-0.105	-369	Computer Science	511
2	401 m^2	0.5286	Oakland	volleyball	0.5338	1.0068	1330	1571	NULL	2.2286	995	Games and Playable Media	511
5	444 m^2	-0.4341	Irvine	golf	0.2284	1.4963	-649	-976	1668	0.3769	1376	Electrical Engineering	36
3	204 m^2	-0.1019	San Jose	Soccer, Football	0.2321	1.6061	273	353	-317	1.1903	-1046	Robotics Engineering	-637
1	84 m^2	-0.7536	Santa Clarita	motor sports	-0.5792	0.9588	-203	1920	-54	0.8264	1744	Computer Science	678
3	383 m^2	0.032	San Bernardino	basketball, soccer	0.7326	0.9372	158	1311	494	-0.3645	810	Technology and Information Management	540
0	759 m^2	-0.0666	Fremont	tennis	0.4078	0.7229	-866	-28	642	1.9813	123	Computer Game Design	-260
1	1724 m^2	2.0005	Santa Clarita	motor sports	0.6847	-0.1857	619	1140	2791	0.3289	1088	Computer Science	534
2	294 m^2	1.3657	Oakland	volleyball, baseball	1.459	0.4887	-912	-1950	1630	-0.5445	956	Games and Playable Media	1513
4	1949 m^2	0.6823	Anaheim	track & field	-0.1947	-0.3482	423	29	1705	0.3596	-488	Human Computer Interaction	
3	1117 m^2	0.4403	San Diego	basketball, soccer	1.8537	1.9033	230	92	2635	1.3712	1629	Technology and Information Management	68
4	-232 m^2	0.6776	Fresno	track & field	0.7374	0.5744	469	1235	-74	0.706	259	Human Computer Interaction	669
4	-640 m^2	0.591	San Francisco	track & field	-0.379	0.1508	197	135	522	-0.8748	1145	Bioinformatics	1277
4	1048 m^2	1.6231	San Francisco	badminton	0.7415	0.6999	998	860	-262	2.1839	882	Human Computer Interaction	808
4	2576 m^2	0.0283	Moreno Valley	track & field	-0.4837	-0.0915	738	88	739	0.4062	1234	Bioinformatics	433
4	2303 m^2	1.3656	Fresno	track & field	-0.5526	-0.1125	1041	1391	1026	0.5566	752	Human Computer Interaction	885
1	1405 m^2	1.2702	Santa Clarita	motor sports	1.1991	-0.3556	1169	43	1556	0.887	1000	computer science	120
3	92 m^2	-0.0184	Modesto	basketball	0.9359	n/a	763	469	2023	1.5159	311	Technology and Information Management	-294
5	-1092 m^2	-0.8467	Irvine	golf	0.7279	0.0402	-162	750	607	-0.3001	2063	Natural Language Processing	1776
3	410 m^2	-0.466	San Jose	football	0.2817	0.0717	269	-1134	2699	0.8652	317	Computer Game Design	223
3	886 m^2	0.3882	San Bernardino	basketball	?	0.3924	859	364	-190	0.6041	-15	Computer Science	-242
4	1020 m^2	0.3329	Anaheim	badminton	-0.7544	0.4687	539	2225	729	0.2477	-22	Electrical Engineering	474
3	741 m^2	-0.1558	Modesto	soccer, basketball	-0.7599	0.5466	561	-1174	1648	0.3419	507	Robotics Engineering	206
0	-431 m^2	0.1351	Riverside	tennis	-0.0097	1.6118	853	1827	1438	N/A	310	Applied Mathematics	-986
0	-80 m^2	1.9032	Riverside	tennis	1.2912	0.4303	134	546	-487	0.5283	600	Computer Engineering	108
3	-823 m^2	-0.5234	Modesto	football	0.3303	1.0494	1059	2486	2490	0.3296	471	Technology and Information Management	406
1	1521 m^2	0.725	Santa Clarita	MOTOR SPORTS	0.9336	0.4549	-360	457	-389	1.2071	179	Computer Science	881
3	1364 m^2	-0.4326	Modesto	basketball	0.5567	0.0141	146	1660	751	-0.1253	-222	Bioinformatics	579
2	678 m^2	0.5275	Oakland	boxing	2.5437	0.224	680	887	1343	0.8027	2107	Games and Playable Media	-115
4	-13 m^2	0.929	Fresno	badminton	-1.0083	0.8721	140	-1557	2306	-0.537	-1092	human computer interaction	644
0	1 m^2	1.8198	Chula Vista	ice hockey	0.3579	0.5102	987	-1623	2325	-0.2303	670	Applied Mathematics	590
5	1358 m^2	0.8429	sacramento	golf	-0.4084	1.1226	65	974	1247	1.1216	1700	Bioengineering	-765
2	1836 m^2	0.5259	Bakersfield	volleyball	1.2005	1.0053	-420	-21	2137	1.5511	66	Statistics	966
5	814 m^2	0.4641	Long Beach	golf	-0.0691	0.4528	198	487	1327	-0.0118	-53	Bioengineering	-192
2	189 m^2	0.2921	Bakersfield	baseball, boxing	-0.1904	1.909	17	68	520	-0.1644	2022	Games and Playable Media	-458
3	892 m^2	0.8516	San Jose	soccer	1.757	0.8422	1980	-295	691	-1.5649	1186	Technology and Information Management	606
3	-1140 m^2	-1.3447	San Diego	basketball, soccer	-0.9407	1.069	2491	-1145	1903	-0.8795	-97	Biotechnology	331
2	886 m^2	0.5985	Stockton	baseball	-0.3962	1.7749	770	397	-250	-2.0977	1529	Statistics	-58
2	626 m^2	0.0964	Stockton	volleyball, boxing	0.3902	1.119	892	-136	34	-1.6006	1209	Games and Playable Media	-764
4	209 m^2	1.8397	Anaheim	badminton	-0.1086	0.3842	694	-101	1730	-0.0326	156	Bioinformatics	630
1	1567 m^2	-0.3836	Santa Clarita	motor sports	1.1617	0.6691	-81	249	790	0.6214	1013	Computer Science	-46
2	1554 m^2	-0.7558	Santa Ana	boxing, baseball	-0.0288	-0.1024	315	-687	649	0.3539	1509	Games and Playable Media	27
4	180 m^2	0.4132	aNAHEIM	tennis	2.0895	-0.3705	1383	2525	860	-1.2124	-10	Bioinformatics	311
0	17 m^2	1.4458	Fremont	ice hockey	1.7072	0.0979	529	1265	-555	0.222	291	Applied Mathematics	-677
4	1905 m^2	1.5938	Moreno Valley	badminton	-0.6486	0.2326	200	651	3156	1.0234	-143	Human Computer Interaction	30
3	1006 m^2	-0.7546	San Jose	soccer, basketball	-0.9665	0.8466	1901	-1963	773	-0.9001	815	Technology and Information Management	598
5	-311 m^2	0.8068	Sacramento	running	0.7492	0.4199	364	390	-134	1.492	901	Bioengineering	-536
4	254 m^2	0.4348	San Francisco	track & field	0.7924	-0.0262	410	233	1605	-1.2816	1177	Bioinformatics	132
3	52 m^2	-0.1471	Modesto	basketball, football	0.6974	1.9032	-72	1088	854	1.1737	353	Computer Science	-272
4	457 m^2	0.3096	Anaheim	track & field	0.263	0.978	2208	-495	439	1.1805	-483	Human Computer Interaction	575
5	1419 m^2	0.1594	Sacramento	running	-0.1095	0.6733	755	-508	2632	0.6572	-4	Bioengineering	-776
5	96 m^2	0.2869	Sacramento	golf	-0.0541	0.756	761	1164	0	0.9867	565	Bioengineering	n/a
0	1195 m^2	-0.3792	Los Angeles	tennis	-0.2417	1.3457	-870	1039	-90	0.088	2298	Computer Engineering	-359
0	793 m^2	1.8913	Los Angeles	tennis	-0.2554	0.7434	553	-1018	-562	0.7224	-356	Computer Engineering	112
2	208 m^2	-0.7341	Santa Ana	boxing	0.5187	1.0404	-620	1267	1840	0.634	757	Games and Playable Media	-1711
2	1918 m^2	0.0929	Santa Ana	baseball	-0.3724	1.8273	381	-1136	-1204	-0.6544	1111	Games and Playable Media	649
3	-639 m^2	1.1491	San Diego	basketball	0.6875	1.1454	1204	-794	-1022	1.1976	568	Biotechnology	62
1	876 m^2	1.0168	Santa Clarita	motor sports	1.6749	0.602	-117	-313	2169	-0.2004	1318	Computer Science	339
5	751 m^2	1.0973	LONG BEACH	running	0.4339	0.0582	-592	-727	813	-0.1985	1107	Natural Language Processing	508
4	1719 m^2	1.4797	san francisco	track & field	0.0877	-0.0589	1832	-72	1317	0.4747	1140	Bioinformatics	-1930
1	156 m^2	-0.0664	Santa Clarita	motor sports	0.2302	2.029	-493	-23	1494	0.5693	1952	Computer Science	-280
3	1099 m^2	0.0544	San Bernardino	basketball, soccer	2.7352	1.4177	176	-1629	996	-0.6555	754	Technology and Information Management	-339
3	635 m^2	0.4325	San Bernardino	football	0.2554	0.0417	347	-203	3372	0.2975	1300	Technology and Information Management	-517
5	1005 m^2		Santa Clarita	golf	0.2923	-0.3705	-1291	377	1498	-0.3486	934	Computer Science	1064
4	-80 m^2	1.0079	San Francisco	Badminton	0.193	0.2089	2353	625	270	-1.2165	-1351	Bioinformatics	419
1	349 m^2	1.5885	Santa Clarita	motor sports	0.507	-0.2942	-361	1338	2878	0.383	1389	Computer Science	355
4	621 m^2	0.9008	San Francisco	badminton	0.9816	1.4478	619	1017	911	0.9485	725	Human Computer Interaction	15
1	144 m^2	-0.2613	SANTA CLARITA	motor sports	0.4662	0.5815	-253	896	-1204	-0.1545	969	Computer Science	555
5	2046 m^2	-0.2381	Long Beach	golf	0.3098	0.8763	123	-1023	1241	-0.3391	389	Computer Science	-641
3	-1112 m^2	0.3919	San Diego	soccer, basketball	-0.8702	0.6668	-442	2395	2457	-1.6669	3054	Technology and Information Management	680
5	1625 m^2	0.4104	Sacramento	golf	0.9989	-0.4296	-1019	433	360	0.7388	1618	Natural Language Processing	-352
3	-1564 m^2	1.2744	San Jose	soccer, basketball	1.9466	0.3324	1798	45	1062	1.5218	-31	Technology and Information Management	227
4	139 m^2	0.355	Fresno	track & field	0.7046	-0.2689	-1299	1604	2423	0.7991	-258	Human Computer Interaction	468
5	1113 m^2	-0.0043	Long Beach	running	0.0224	-0.9908	-978	1764	-41	0.5254	363	Bioengineering	-390
0	215 m^2	0.1457	Fremont	tennis	-0.2136	1.2402	-26	2480	-56	1.1445	148	Applied Mathematics	314
1	2039 m^2	0.9315	Santa Clarita	motor sports	0.8573	0.613	-2622	28	1390	0.8903	-19	Computer Science	306
3	-370 m^2	0.1708	Modesto	soccer, basketball	0.5643	0.3287	1073	-1185	2045	1.3703	198	Robotics Engineering	1045
2	865 m^2	0.1502	Stockton	volleyball	0.2578	1.6548	541	696	2709	0.7837	905	Statistics	927
4	-503 m^2	-1.1562	San Francisco	track & field	0.7797	-0.2383	321	-41	670	1.2537	397	Bioinformatics	259
2	343 m^2	1.1269	Chula Vista	volleyball, boxing	1.566	1.1865	1555	799	817	1.7226	-375	Games and Playable Media	71
2	66 m^2	-1.3408	Oakland	baseball, boxing	-0.8952	0.2285	421	372	650	-1.1994	1633	Games and Playable Media	
5	1517 m^2	-1.198	Long Beach	golf	1.2755	-0.6277	1542	1386	-363	-0.6179	324	Biotechnology	411
2	172 m^2	0.7609	Stockton	boxing, baseball	0.4739	1.1203	485	171	-76	-1.1601	1184	Games and Playable Media	-1018
2	1558 m^2	-0.2186	Oakland	volleyball	-1.0556	0.2662	886	501	1420	1.8029	1589	Statistics	-200
4	632 m^2	0.1888	San Francisco	badminton	1.0784	0.5286	192	334	1128	0.1917	1927	Human Computer Interaction	1085
4	415 m^2	1.1247	Anaheim	badminton	-0.5457	1.6101	-657	1490	714	-0.0891	-289	Bioinformatics	-70
0	-285 m^2	-0.0953	Riverside	ice hockey	-0.798	1.2293	-58	1388	-1300	1.5946	-619	Bioengineering	-416
0	341 m^2	1.6345	Chula Vista	ice hockey	1.2392	0.1618	-1023	714	-886	2.3504	1755	Computer Game Design	1389
4	197 m^2	0.9088	San Francisco	badminton	1.0501	1.3939	-524	1592	1862	-0.0843	373	Human Computer Interaction	566
5	-260 m^2	-0.321	Irvine	basketball, football	1.1063	0.4264	1432	919	971	0.8187	630	Natural Language Processing	1143
5	2184 m^2	0.5367	Irvine	running	0.8118	0.5177	-10	1444	1511	0.3045	1345	Computer Game Design	588
1	1256 m^2	0.0515	Santa Clarita	motor sports	0.0109	-0.9278	1483	830	1839	1.513	1009	Computer Science	1280
0	-580 m^2	0.1615	Riverside	ice hockey	0.214	0.7167	-723	-557	1415	0.1789	293	Computational Media	903
0	-493 m^2	0.081	Chula Vista	ice hockey	0.7097	0.5518	-1402	2316	-375	0.0975	1332	Computer Game Design	425
5	1116 m^2	0.5373	Irvine	golf	-0.5947	0.7829	667	1334	-1110	-0.0704	1137	Natural Language Processing	696
4	72 m^2	-0.5601	Anaheim	badminton	0.5049	0.7022	-1095	981	1395	-1.5594	439	Human Computer Interaction	206
0	767 m^2	0.7471	Fremont	tennis	-0.9862	0.6694	791	1288	-33	1.3813	-1052	Computational Media	939
5	-655 m^2	0.237	SACRAMENTO	golf	-0.0926	0.8991	558	-609	259	0.3942	499	Bioengineering	778
5	486 m^2	0.6487	Irvine	running	0.2466	0.3995	843	828	3235	0.31	604	Electrical Engineering	104
4	468 m^2	1.6108	ANAHEIM	badminton	-0.0559	0.754	1477	1062	1102	-0.9251	-838	Human Computer Interaction	1427
1	-204 m^2	1.125	Santa Clarita	motor sports	0.2605	0.9885	1458	1467	430	1.7555	395	Computer Science	525
1	11 m^2	0.9459	Santa Clarita	motor sports	0.7122	0.1986	-189	426	2944	0.6239	-1476	Computer Science	-1970
2	155 m^2	-0.5049	Stockton	volleyball	N/A	0.7511	2356	-1548	504	0.1466	576	Statistics	-449
5	-275 m^2	0.3701	Sacramento	golf	1.7442	0.5179	-1205	136	1477	0.4619	1650	Natural Language Processing	-127
3	685 m^2	0.3874	sAN jOSE	basketball	1.149	0.5849	1538	131	1231	0.7415	-818	Biotechnology	570
3	934 m^2	0.6071	Modesto	football	0.8349	1.4243	-145	1331	1040	0.0713	540	Biotechnology	-485
5	-114 m^2	0.5757	Irvine	golf	1.5225	0.5015	-273	-141	9	-0.1326	852	Electrical Engineering	-280
5	-257 m^2	0.6928	Sacramento	running	0.3918	-0.1109	1208	-1253	1815	-0.1097	-451	Bioengineering	276
0	1176 m^2	-0.0547	Fremont	ice hockey	0.7543	1.067	-809	-362	-423	0.9687	-479	Computational Media	177
0	879 m^2	-0.0913	Riverside	ice hockey	-1.2481	-0.5936	761	1825	-449	0.313	992	Computer Engineering	887
0	-120 m^2	1.8111	Chula Vista	ice hockey	0.4748	0.3556	233	722	2837	1.9621	1260	Applied Mathematics	340
0	-647 m^2	1.0594	Chula Vista	ice hockey	0.652	0.4914	741	1339	-136	-0.4578	502	Computer Game Design	-707
0	2225 m^2	0.7246	Los Angeles	ice hockey	1.7855	0.3043	-174	-294	-89	-2.1803	-640	Data Science	-633
3	2056 m^2	-0.4356	Modesto	soccer	2.1147	1.069	-730	-326	129	0.3819	171	Technology and Information Management	161
5	867 m^2	-0.8486	Irvine	running	0.6813	-0.2338	1292	-792	213	1.0532	-1063	Electrical Engineering	92
3	2 m^2	-0.6402	San Diego	soccer, basketball	1.6784	1.353	1514	1674	2240	-1.8788	449	Robotics Engineering	915
2	759 m^2	0.6616	Oakland	volleyball, boxing	0.4588	0.7937	818	1284	226	NULL	214	Statistics	306
4	64 m^2	1.6309	Fresno	badminton	-0.2761	-0.322	1115	2753	1684	1.2555	1912	HUMAN COMPUTER INTERACTION	490
1	1191 m^2	0.3093	Santa Clarita	motor sports	1.4986	1.7877	-1061	-683	75	0.2567	-866	Computer Science	434
2	520 m^2	0.0156	Oakland	volleyball	-0.9551	?	1656	641	1308	0.5479	526	Statistics	-214
3	-529 m^2	-0.2069	San Jose	basketball, soccer	-0.1601	0.8902	3537	306	3007	0.5074	787	Biotechnology	1179
4	1611 m^2	1.834	Moreno Valley	track & field	-0.3319	-0.1185	104	1724	258	-1.4059	629	Bioinformatics	716
1	194 m^2	0.3373	Santa Clarita	motor sports	1.1253	1.6655	-774	1256	1484	-0.1561	5	Computer Science	-247
5	1135 m^2	0.727	Irvine	golf	0.858	-0.4712	299	-1178	693	-0.6506	-171	Human Computer Interaction	913
4	904 m^2	1.4666	San Francisco	badminton	-0.2561	-0.3089	757	-1786	1016	0.8535	818	Bioinformatics	697
5	575 m^2	-0.3327	Irvine	golf	1.0368	0.2498	-1487	348	-742	0.8314	-734	Games and Playable Media	754
3	-210 m^2	0.6656	San Diego	soccer	1.5862	0.5716	3341	1260	2914	0.3545	1509	Technology and Information Management	128
2	900 m^2	-0.3927	Oakland	baseball, boxing	-0.186	0.0138	-437	446	535	0.3953	544	Human Computer Interaction	1230
1	1284 m^2	0.5997	Santa Clarita	motor sports	1.4589	1.4263	-141	233	1718	1.0116	0	Computer Science	-283
5	1143 m^2	0.6764	Sacramento	running	0.1357	1.1288	1353	1006	-43	0.3085	1004	Natural Language Processing	-741
0	407 m^2	0.7221	Riverside	ice hockey	-0.8619	1.8418	-204	1979	-469	1.3693	451	Computer Game Design	-39
4	1140 m^2	1.2647	San Francisco	track & field	-0.6154	0.6923	581	2141	809	1.4705	633	Bioinformatics	1751
0	-370 m^2	0.7529	Los Angeles	tennis	0.5615	1.0892	138	-254	-929	-1.0178	-243	Computer Engineering	-370
5	1772 m^2	0.6606	Long Beach	running	1.5919	1.1526	-94	-558	-183	1.3	2051	Natural Language Processing	471
4	587 m^2	0.5653	Anaheim	track & field	-0.0252	-0.2631	1275	-857	711	0.8257	-158	Human Computer Interaction	335
3	-410 m^2	1.1512	San Bernardino	basketball	2.198	None	75	1341	1013	-0.1883	214	Technology and Information Management	774
3	-391 m^2	0.9326	SAN JOSE	football, basketball	0.7168	0.4768	673	618	1230	-0.1312	735	Technology and Information Management	789
3	-1532 m^2	0.292	Modesto	football	0.4237	0.1105	-61	2346	1014	1.6673	859	Applied Mathematics	-414
2	302 m^2	0.7948	Santa Ana	boxing, volleyball	0.4666	0.575	435	524	1423	1.3715	766	Games and Playable Media	-715
0	494 m^2	0.0858	Riverside	tennis	0.6332	0.7696	35	3110	165	0.2618	588	Computer Engineering	691
0	1209 m^2	0.9236	Riverside	tennis	0.3764	0.8698	-176	-264	1567	-0.3816	341	Computer Science	881
4	2159 m^2	-0.8442	Fresno	track & field	1.1173	-0.2707	1827	99	556	0.1951	-348	Biotechnology	181
0	86 m^2	1.0749	Riverside	tennis	1.0714	1.3186	65	-165	1039	0.1884	757	Robotics Engineering	267
3	-195 m^2	0.7994	San Jose	football, soccer	-0.8327	0.9603	1321	190	-137	0.5729	1128	Biotechnology	-141
5	228 m^2	0.3409	Irvine	running	0.5372	-0.0645	612	752	344	0.4276	155	Natural Language Processing	681
5	1411 m^2	0.587	Long Beach	running	0.5873	1.5383	959	873	-997	-0.2494	285	Biotechnology	81
3	1673 m^2	-1.1195	Modesto	basketball, football	-0.5713	0.6658	-126	1064	-234	-1.0261	1041	Electrical Engineering	1089
3	-641 m^2	0.5728	San Jose	soccer	2.3578	1.3992	95	1106	183	0.1546	63	Biotechnology	-183
1	1429 m^2	0.3137	Santa Clarita	motor sports	1.037	-0.6362	-202	1754	1216	0.8889	820	Computational Media	414
1	1040 m^2	0.6638	Santa Clarita	motor sports	-0.0148	0.3497	596	16	0	0.8256	769	Computer Science	660
3	-541 m^2	0.5505	Modesto	basketball	0.8147	-0.4717	-1126	-85	457	0.4023	2796	Technology and Information Management	-587
2	-1036 m^2	0.2176	Stockton	boxing, baseball	0.1131	1.4083	1576	325	604	-0.4342	993	Statistics	-1754
0	355 m^2	0.0424	Riverside	ice hockey	0.7304	1.4446	-93	-56	372	0.5711	166	Computer Game Design	-1152
0	-1217 m^2	1.5235	Santa Clarita	ice hockey	1.1844	0.9147	-620	1501	548	0.9593	1297	Computer Game Design	799
2	231 m^2	1.0903	Oakland	volleyball	0.2029	1.0929	793	1815	1072	-0.0202	1020	Games and Playable Media	-257
4	1521 m^2	2.4266	Moreno Valley	track & field	0.64	1.2791	821	-995	2180	0.3156	1408	Bioinformatics	533
4	600 m^2	1.2196	san francisco	track & field	-0.2052	0.3287	1365	1128	1067	1.1753	-197	Bioinformatics	1466
3	735 m^2	0.0437	Modesto	basketball, soccer	0.0013	1.4839	667	-1945	363	-0.1894	1545	Technology and Information Management	11
3	-206 m^2	-0.5639	San Bernardino	football, basketball	-0.4191	0.5799	832	1335	1253	-0.3746	1272	technology and information management	325
3	-69 m^2	0.6411	San Bernardino	football, soccer	2.5042	0.2248	343	-1939	924	1.3875	756	Robotics Engineering	-903
4	2077 m^2	-0.6003	Moreno Valley	badminton	-0.9182	-0.6041	2373	-478	1122	1.385	753	Technology and Information Management	1166
0	291 m^2	1.0819	Anaheim	tennis	1.713	1.5814	480	1500	236	1.636	252	Computational Media	1094
3	1918 m^2	0.2693	San Diego	soccer, basketball	2.8574	1.5281	1102	713	712	0.535	95	Robotics Engineering	-395
3	165 m^2	0.3012	San Diego	football, soccer	0.3569	0.0622	-1133	-799	431	1.6265	772	Biotechnology	-818
1	987 m^2	0.0263	Santa Clarita	motor sports	0.9509	1.1866	-1996	-580	-108	0.6345	1501	Computer Science	1170
4	-751 m^2	1.4115	San Francisco	track & field	0.5337	0.8827	1369	1472	866	0.7202	-570	Human Computer Interaction	516
2	1409 m^2	1.2484	Santa Ana	BOXING, VOLLEYBALL	0.1376	0.8237	91	1260	2448	1.2989	1363	Statistics	472
2	708 m^2	0.037	Oakland	baseball	-1.5291	1.7606	2156	748	-852	3.2567	965	Statistics	594
4	2492 m^2	1.5651	Anaheim	badminton	0.0941	0.9414	561	666	-175	0.4054	54	Bioinformatics	-125
4	209 m^2	0.2822	Moreno Valley	Track & Field	1.1976	0.8535	1319	1072	2485	-0.2425	274	Human Computer Interaction	1210
3	-25 m^2	0.8247	San Jose	soccer	0.2158	1.6098	-299	-41	-193	0.295	974	Robotics Engineering	976
1	1948 m^2	1.4357	Santa Clarita	motor sports	0.9464	1.0229	-172	1154	1967	-0.5924	None	Computer Science	496
